date	prec	tmin	tmax
19800101	0	1.8	7.7
19800102	0	-0.7	10.2
19800103	0	-0.2	12.2
19800104	0	0.8	11.7
19800105	0	-0.7	12.7
19800106	0	0.3	17.2
19800107	0	4.8	15.7
19800108	0	-2.7	7.2
19800109	0	-3.2	8.2
19800110	0	-5.2	6.2
19800111	0	-4.7	9.2
19800112	0	-3.7	11.7
19800113	0	0.3	6.2
19800114	4	-4.2	0.2
19800115	1	-6.2	2.7
19800116	0	-7.7	2.2
19800117	0	-8.2	0.2
19800118	0	-5.7	8.2
19800119	0	-3.2	6.7
19800120	0	-1.7	6.2
19800121	0	-1.2	9.7
19800122	0	-1.2	8.2
19800123	9	-3.7	5.2
19800124	7	-9.2	-0.3
19800125	3	-13.2	-1.8
19800126	0	-13.7	2.7
19800127	0	-9.7	6.2
19800128	0	-8.7	9.7
19800129	0	-5.7	14.2
19800130	0	-0.7	8.7
19800131	4	-4.7	0.2
19800201	2	-12.2	-0.3
19800202	0	-12.7	5.7
19800203	0	-16.2	-8.3
19800204	0	-15.7	-0.3
19800205	0	-10.2	6.7
19800206	0	-6.7	6.7
19800207	0	-1.7	9.7
19800208	0	-1.7	10.2
19800209	0	-1.2	9.7
19800210	0	-0.2	6.2
19800211	2	2.8	7.7
19800212	6	4.3	7.7
19800213	0	0.8	3.7
19800214	0	-1.7	15.2
19800215	0	-0.7	12.7
19800216	0	1.8	12.7
19800217	0	3.3	8.2
19800218	0	3.3	11.7
19800219	6	1.8	9.2
19800220	0	0.8	9.7
19800221	9	0.8	6.2
19800222	0	-3.7	5.7
19800223	0	-1.7	10.2
19800224	5	-1.7	3.7
19800225	10	-3.7	0.2
19800226	0	-3.2	2.2
19800227	0	-3.2	5.7
19800228	0	-3.2	4.2
19800229	0	-3.2	4.2
19800301	0	-2.2	6.2
19800302	0	2.8	16.7
19800303	0	4.8	13.7
19800304	0	2.8	9.2
19800305	0	-1.7	10.2
19800306	0	-1.2	15.2
19800307	0	1.8	9.7
19800308	0	-1.7	2.7
19800309	0	-2.2	10.7
19800310	0	-1.7	6.2
19800311	0	-1.7	8.7
19800312	0	2.8	13.7
19800313	0	4.8	15.2
19800314	2	4.8	11.2
19800315	0	3.3	5.2
19800316	8	1.8	3.7
19800317	2	-0.2	3.7
19800318	0	1.8	16.2
19800319	4	1.8	19.2
19800320	1	2.8	13.7
19800321	2	4.3	15.2
19800322	1	3.3	11.7
19800323	0	4.8	18.2
19800324	0	6.3	18.6
19800325	0	6.8	19.2
19800326	0	6.8	22.7
19800327	2	8.3	17.7
19800328	0	5.8	12.7
19800329	0	3.3	15.2
19800330	0	3.8	25.7
19800331	0	10.8	26.2
19800401	1	12.8	21.2
19800402	0	8.8	18.2
19800403	0	9.8	17.2
19800404	0	10.3	29.2
19800405	0	11.3	22.2
19800406	0	9.8	24.7
19800407	0	10.3	27.2
19800408	0	10.8	26.7
19800409	2	13.3	25.2
19800410	0	12.8	17.2
19800411	0	10.3	23.7
19800412	0	9.3	27.7
19800413	0	10.8	29.7
19800414	0	13.8	33.2
19800415	0	14.3	25.7
19800416	0	15.3	31.2
19800417	0	8.8	22.2
19800418	0	6.8	18.2
19800419	0	7.3	22.2
19800420	0	8.8	22.2
19800421	0	9.3	27.7
19800422	0	10.3	29.7
19800423	0	12.3	31.7
19800424	0	15.3	31.7
19800425	0	14.3	28.2
19800426	0	14.8	28.7
19800427	0	15.8	25.7
19800428	0	11.3	24.7
19800429	0	11.8	25.2
19800430	0	11.8	27.2
19800501	0	14.3	30.7
19800502	0	13.3	27.7
19800503	0	12.3	30.2
19800504	0	11.8	32.7
19800505	0	17.3	33.7
19800506	2	7.3	27.2
19800507	0	13.3	21.2
19800508	0	13.8	30.2
19800509	0	14.8	27.7
19800510	5	13.3	22.7
19800511	0	12.8	21.7
19800512	1	12.8	22.7
19800513	0	12.3	26.7
19800514	0	12.3	29.7
19800515	0	13.3	31.7
19800516	0	13.3	25.2
19800517	0	12.3	22.2
19800518	0	13.3	23.2
19800519	0	12.8	27.7
19800520	0	14.3	30.7
19800521	0	15.8	31.2
19800522	0	17.8	32.2
19800523	0	18.8	32.2
19800524	0	18.8	32.7
19800525	0	16.3	28.7
19800526	0	16.3	27.7
19800527	0	16.3	30.2
19800528	0	16.8	31.2
19800529	0	16.8	30.7
19800530	0	15.8	27.2
19800531	0	13.8	22.7
19800601	0	13.8	22.7
19800602	0	13.3	27.2
19800603	0	13.8	31.7
19800604	0	16.8	33.7
19800605	0	17.8	34.7
19800606	0	19.3	34.7
19800607	0	21.8	36.7
19800608	0	21.3	37.2
19800609	0	20.8	37.2
19800610	0	21.3	34.7
19800611	0	18.8	28.7
19800612	0	17.8	27.2
19800613	0	16.3	30.2
19800614	0	16.8	32.7
19800615	0	20.3	33.7
19800616	0	21.3	34.7
19800617	0	23.3	35.2
19800618	0	17.8	30.7
19800619	0	17.3	32.2
19800620	0	17.8	29.7
19800621	0	18.3	36.2
19800622	0	22.3	35.7
19800623	0	20.3	34.2
19800624	0	17.8	30.7
19800625	0	18.3	29.2
19800626	0	17.8	29.7
19800627	0	18.8	30.2
19800628	0	18.3	31.2
19800629	0	17.8	30.7
19800630	0	16.8	32.7
19800701	0	19.3	33.7
19800702	0	20.8	35.7
19800703	0	21.8	36.2
19800704	0	22.3	35.7
19800705	0	24.3	34.7
19800706	0	22.3	37.2
19800707	0	22.3	36.2
19800708	0	24.3	36.2
19800709	0	23.3	36.2
19800710	0	23.8	36.7
19800711	0	25.3	35.7
19800712	0	21.8	33.7
19800713	0	20.3	33.7
19800714	0	22.3	35.7
19800715	0	25.8	36.7
19800716	0	25.8	38.7
19800717	0	25.8	35.7
19800718	0	21.3	32.7
19800719	0	19.3	32.2
19800720	0	19.3	34.7
19800721	0	20.3	35.2
19800722	0	20.8	34.7
19800723	0	20.8	33.7
19800724	0	21.3	34.7
19800725	0	21.8	36.2
19800726	0	22.3	35.2
19800727	0	20.3	33.7
19800728	0	19.8	34.7
19800729	0	22.3	34.2
19800730	0	21.3	35.7
19800731	0	21.3	37.2
19800801	0	22.8	35.7
19800802	0	21.3	32.7
19800803	0	19.3	33.7
19800804	0	20.8	34.2
19800805	0	20.3	35.2
19800806	0	20.3	35.7
19800807	0	19.8	32.7
19800808	0	17.3	29.7
19800809	0	17.3	31.2
19800810	0	20.3	32.2
19800811	0	20.3	32.7
19800812	0	19.3	31.7
19800813	0	19.3	31.7
19800814	0	18.3	32.2
19800815	0	19.3	32.7
19800816	0	19.3	34.2
19800817	0	19.3	33.7
19800818	0	17.8	34.2
19800819	0	18.8	33.7
19800820	0	19.8	38.7
19800821	0	20.8	35.7
19800822	0	20.8	32.2
19800823	0	18.3	32.7
19800824	0	17.3	32.7
19800825	0	16.3	30.7
19800826	0	17.3	32.7
19800827	0	17.8	33.7
19800828	0	16.8	32.7
19800829	0	18.3	32.7
19800830	0	15.8	27.7
19800831	0	16.3	26.2
19800901	0	12.8	28.7
19800902	0	12.3	31.2
19800903	0	14.3	32.2
19800904	0	16.3	32.2
19800905	0	15.8	32.7
19800906	0	16.8	32.7
19800907	0	18.8	37.2
19800908	0	17.3	32.2
19800909	0	13.8	27.2
19800910	0	14.3	25.2
19800911	0	11.3	25.7
19800912	0	11.3	27.7
19800913	0	9.8	29.2
19800914	0	9.8	29.7
19800915	0	10.3	28.2
19800916	0	12.3	32.2
19800917	0	12.8	33.7
19800918	0	11.8	34.2
19800919	0	17.3	30.2
19800920	0	13.8	25.2
19800921	0	13.3	31.2
19800922	0	12.8	28.2
19800923	0	13.3	28.7
19800924	0	8.3	28.2
19800925	0	9.8	30.2
19800926	0	14.8	25.2
19800927	0	11.8	28.2
19800928	0	12.8	32.2
19800929	0	13.8	28.2
19800930	0	11.3	27.2
19801001	0	11.8	33.2
19801002	0	14.8	33.2
19801003	0	15.8	29.7
19801004	0	14.8	24.2
19801005	0	12.3	30.2
19801006	0	15.8	35.2
19801007	0	16.3	22.2
19801008	0	9.3	23.7
19801009	0	10.3	20.7
19801010	0	7.8	19.2
19801011	0	2.8	17.2
19801012	0	5.3	18.2
19801013	0	4.8	18.2
19801014	0	3.8	17.7
19801015	0	4.8	21.2
19801016	0	5.3	20.2
19801017	1	5.8	25.2
19801018	0	6.8	22.7
19801019	0	7.8	27.7
19801020	0	8.3	20.7
19801021	0	6.3	14.2
19801022	0	1.8	16.2
19801023	0	2.8	21.2
19801024	0	8.3	26.7
19801025	0	9.3	24.2
19801026	0	10.8	23.2
19801027	0	8.3	21.2
19801028	0	8.3	19.7
19801029	0	6.8	19.7
19801030	1	8.3	16.2
19801031	0	4.3	18.7
19801101	0	8.8	21.2
19801102	0	9.8	19.7
19801103	0	6.8	17.2
19801104	0	7.3	16.2
19801105	0	3.3	15.2
19801106	0	3.3	18.2
19801107	0	3.3	21.2
19801108	0	5.3	17.2
19801109	0	6.8	22.2
19801110	1	8.3	22.2
19801111	0	7.8	20.7
19801112	0	7.3	22.7
19801113	0	10.8	25.2
19801114	0	10.8	24.2
19801115	0	5.8	18.2
19801116	0	7.8	19.2
19801117	0	8.8	20.2
19801118	1	7.3	16.2
19801119	0	7.3	13.2
19801120	0	8.8	16.2
19801121	0	4.3	20.2
19801122	0	8.3	22.2
19801123	0	10.8	25.7
19801124	0	5.3	19.2
19801125	0	5.3	16.2
19801126	0	0.3	14.2
19801127	0	1.8	20.2
19801128	0	3.3	20.2
19801129	0	7.8	20.7
19801130	0	5.8	19.2
19801201	0	5.3	19.7
19801202	0	4.3	15.2
19801203	0	4.3	17.2
19801204	0	4.8	18.2
19801205	0	4.8	22.2
19801206	0	5.8	23.7
19801207	0	6.8	25.2
19801208	0	8.8	19.2
19801209	0	1.8	14.2
19801210	0	-0.2	17.2
19801211	0	3.3	18.2
19801212	0	3.3	13.7
19801213	0	1.8	11.2
19801214	0	-1.7	10.7
19801215	0	-3.2	12.7
19801216	0	0.3	13.2
19801217	0	0.3	10.7
19801218	0	0.3	10.7
19801219	2	2.8	8.7
19801220	3	-0.2	5.7
19801221	0	-3.2	9.7
19801222	0	-3.2	16.2
19801223	0	1.8	16.7
19801224	0	1.8	15.2
19801225	0	1.8	16.2
19801226	0	3.3	10.7
19801227	0	-2.7	5.7
19801228	0	-6.2	2.2
19801229	0	-3.7	14.2
19801230	0	0.3	12.7
19801231	0	0.3	11.7
19810101	2	0.8	7.7
19810102	13	0.3	3.7
19810103	0	-2.2	3.7
19810104	0	-0.2	3.7
19810105	0	-1.7	10.7
19810106	0	-1.2	12.7
19810107	0	0.3	14.2
19810108	0	0.8	15.7
19810109	0	0.3	13.7
19810110	0	0.3	14.7
19810111	0	0.3	14.7
19810112	0	3.3	14.7
19810113	0	4.3	11.7
19810114	0	0.3	2.7
19810115	0	-6.7	7.7
19810116	0	-6.2	10.2
19810117	0	-2.2	16.2
19810118	0	1.8	16.2
19810119	0	2.8	19.2
19810120	0	0.8	13.7
19810121	0	0.8	11.2
19810122	8	0.8	8.7
19810123	3	1.8	5.6
19810124	0	-2.7	8.7
19810125	0	-3.2	11.7
19810126	1	1.8	10.7
19810127	0	1.8	2.2
19810128	0	1.8	9.7
19810129	0	1.8	10.2
19810130	0	-0.7	5.2
19810131	0	-3.2	10.2
19810201	2	-3.2	11.2
19810202	0	0.3	10.7
19810203	1	-1.2	7.2
19810204	2	-5.2	8.2
19810205	0	-4.2	14.7
19810206	0	0.3	17.7
19810207	0	4.8	15.7
19810208	0	-0.2	17.2
19810209	0	2.8	22.2
19810210	0	6.3	14.7
19810211	1	-1.2	11.2
19810212	0	1.8	5.7
19810213	0	-1.2	10.7
19810214	0	-1.7	12.7
19810215	0	-1.2	14.2
19810216	0	-1.2	17.7
19810217	0	4.3	17.2
19810218	1	3.3	14.7
19810219	0	2.8	11.2
19810220	0	3.3	17.2
19810221	0	3.3	13.2
19810222	7	5.3	10.2
19810223	1	0.8	7.2
19810224	1	-1.2	7.7
19810225	0	-0.7	7.7
19810226	1	1.8	6.7
19810227	0	1.8	4.7
19810228	1	-0.7	2.7
19810201	0	-1.2	7.7
19810302	0	-0.2	14.2
19810303	3	2.8	15.2
19810304	12	5.3	12.7
19810305	0	0.8	11.7
19810306	0	0.8	17.7
19810307	0	3.3	19.7
19810308	0	5.8	14.7
19810309	0	3.3	12.7
19810310	0	3.3	17.7
19810311	0	3.3	20.2
19810312	0	2.8	21.2
19810313	1	9.8	19.7
