date	prec	tmin	tmax
19750923	0	13.82	31.17
19750924	0	16.32	26.17
19750925	0	14.82	25.67
19750926	0	13.32	25.67
19750927	0	13.82	26.17
19750928	0	13.82	24.67
19750929	0	13.32	26.17
19750930	0	12.82	25.67
19751001	0	11.32	27.17
19751002	0	12.32	26.17
19751003	0	12.82	27.17
19751004	0	12.82	29.67
19751005	0	11.82	24.67
19751006	0	14.32	22.17
19751007	0	11.82	26.67
19751008	0	12.32	26.17
19751009	0	10.32	28.17
19751010	0	11.32	29.17
19751011	0	11.82	25.17
19751012	0	9.82	24.67
19751013	0	10.82	23.17
19751014	0	9.82	20.17
19751015	0	8.82	20.67
19751016	0	9.32	20.67
19751017	0	10.32	14.67
19751018	1	6.32	11.67
19751019	0	2.82	11.17
19751020	0	-0.18	12.67
19751021	0	0.32	12.17
19751022	0	-1.68	19.17
19751023	0	-0.68	17.67
19751024	0	3.82	16.67
19751025	0	2.82	18.17
19751026	0	3.82	21.17
19751027	0	3.32	25.67
19751028	0	8.82	25.17
19751029	0	8.32	23.17
19751030	4	7.82	16.17
19751031	0	1.82	17.17
19751101	0	1.82	20.67
19751102	0	5.32	16.17
19751103	0	4.32	14.17
19751104	0	5.32	14.17
19751105	3	2.82	9.17
19751106	0	-1.68	4.67
19751107	0	-5.18	5.67
19751108	0	-3.68	10.67
19751109	0	-3.18	8.67
19751110	0	-2.68	11.67
19751111	0	-2.18	12.67
19751112	0	-0.18	11.17
19751113	0	3.32	13.17
19751114	0	3.32	8.67
19751115	2	-5.18	1.17
19751116	0	-7.18	7.67
19751117	0	-3.68	15.17
19751118	0	2.82	17.67
19751119	0	3.82	1.67
19751120	0	4.32	13.17
19751121	0	5.32	16.67
19751122	0	5.82	9.67
19751123	0	6.32	20.17
19751124	0	7.82	18.67
19751125	0	4.82	18.67
19751126	0	6.82	18.67
19751127	0	7.32	20.17
19751128	0	8.82	16.17
19751129	8	-2.68	11.67
19751130	16	1.82	6.17
19751201	0	-3.68	5.67
19751202	1	-2.18	2.67
19751203	4	-0.18	1.17
19751204	0	-7.18	-1.33
19751205	0	-9.18	0.17
19751206	0	-9.18	3.17
19751207	0	-7.68	1.67
19751208	0	-1.68	7.17
19751209	0	-0.18	1.67
19751210	0	1.82	4.17
19751211	0	5.32	2.67
19751212	3	3.82	8.67
19751213	0	10.82	1.17
19751214	0	3.82	7.67
19751215	0	0.32	6.17
19751216	0	-0.68	11.67
19751217	0	-0.18	7.67
19751218	0	-0.18	12.37
19751219	0	2.82	2.67
19751220	2	4.32	9.67
19751221	0	2.82	3.67
19751222	0	3.32	18.17
19751223	0	7.32	17.17
19751224	5	-0.18	15.17
19751225	0	-7.68	7.17
19751226	0	-6.18	8.67
19751227	0	-3.18	12.67
19751228	0	0.82	7.17
19751229	0	0.82	5.17
19751230	0	0.82	15.17
19751231	1	1.82	7.67
19760101	0	-1.18	3.17
19760102	0	-2.68	4.67
19760103	0	-2.18	4.67
19760104	0	0.32	9.67
19760105	0	0.82	13.17
19760106	0	1.82	17.17
19760107	0	6.82	13.67
19760108	0	3.82	9.17
19760109	0	1.82	5.67
19760110	0	1.82	8.17
19760111	0	-0.68	11.17
19760112	0	0.82	9.17
19760113	0	0.82	11.17
19760114	0	-1.18	10.17
19760115	0	1.82	12.17
19760116	0	-0.68	9.17
19760117	0	-0.68	15.17
19760118	0	5.32	16.17
19760119	0	5.32	17.17
19760120	0	4.82	15.17
19760121	0	5.32	12.67
19760122	0	4.82	16.67
19760123	1	4.32	10.67
19760124	0	4.32	9.17
19760125	2	4.32	7.17
19760126	0	0.82	9.67
19760127	0	-1.18	9.67
19760128	0	-1.18	11.17
19760129	0	0.32	13.17
19760130	0	0.82	16.17
19760131	0	4.32	14.17
19760201	4	4.82	10.17
19760202	0	2.82	8.17
19760203	2	0.32	4.17
19760204	0	-0.18	10.17
19760205	0	1.82	12.17
19760206	1	4.32	10.17
19760207	1	3.82	11.67
19760208	0	4.32	15.17
19760209	0	5.82	15.17
19760210	0	5.32	16.17
19760211	6	6.82	16.17
19760212	0	-0.18	-4.83
19760213	0	-2.18	1.17
19760214	2	-1.18	1.17
19760215	2	-8.18	1.17
19760216	1	-7.68	-2.33
19760217	1	-11.68	-1.83
19760218	0	-11.68	-1.83
19760219	0	-9.68	-0.33
19760220	0	-9.18	0.17
19760221	0	-6.68	3.17
19760222	0	-6.68	3.17
19760223	2	-6.18	-4.33
19760224	6	0.32	2.67
19760225	0	-7.18	-1.33
19760226	0	-11.18	-2.33
19760227	0	-11.18	3.17
19760228	0	-7.68	2.17
19760229	2	-2.18	6.17
19760301	0	1.82	14.17
19760302	0	10.32	10.67
19760303	0	7.82	-4.83
19760304	0	-3.68	12.17
19760305	0	0.82	12.67
19760306	0	2.82	12.67
19760307	0	3.82	11.17
19760308	6	-1.68	5.17
19760309	2	-3.18	2.67
19760310	0	-3.18	2.67
19760311	3	-1.18	1.17
19760312	6	-1.68	5.17
19760313	0	-5.68	8.17
19760314	0	-3.18	12.67
19760315	0	6.32	10.17
19760316	0	3.82	8.17
19760317	5	3.32	8.17
19760318	16	1.82	6.17
19760319	0	2.82	9.67
19760320	0	2.82	14.67
19760321	0	2.82	18.17
19760322	7	6.32	15.67
19760323	2	5.82	10.67
19760324	0	5.32	12.17
19760325	7	5.32	9.67
19760326	14	-1.18	3.67
19760327	0	-5.68	4.17
19760328	1	-5.18	3.17
19760329	0	-2.18	9.17
19760330	0	-2.18	12.17
19760331	0	3.82	19.17
19760401	0	5.32	15.17
19760402	17	6.32	10.67
19760403	0	0.82	5.17
19760404	0	-0.68	9.67
19760405	0	0.82	11.67
19760406	0	1.82	17.67
19760407	4	6.32	13.17
19760408	0	7.82	17.17
19760409	0	16.82	16.17
19760410	3	7.82	15.17
19760411	0	6.32	20.67
19760412	3	7.32	22.17
19760413	0	10.32	24.67
19760414	0	12.82	27.17
19760415	2	14.32	24.67
19760416	0	6.82	16.17
19760417	0	11.32	28.67
19760418	2	12.82	26.67
19760419	7	13.82	22.17
19760420	3	14.82	26.17
19760421	4	15.82	22.17
