date	prec	tmin	tmax
19800101	0	6	16
19800102	0	5	15
19800103	0	7	19
19800104	0	7	16
19800105	0	5	19
19800106	0	10	17
19800107	75	8	9
19800108	7	5	13
19800109	0	3	11
19800110	0	3	12
19800111	0	2	12
19800112	0	3	9
19800113	0.1	4	11
19800114	6	4	5
19800115	3	0	5
19800116	0.4	0	7
19800117	0	3	11
19800118	0	2	15
19800119	0	5	12
19800120	0	4	13
19800121	0	3	14
19800122	1	5	14
19800123	16	-2	7
19800124	5	-1	0
19800125	0.2	-3	6
19800126	0	0	10
19800127	0	1	15
19800128	0	7	22
19800129	0	8	19
19800130	3	1	10
19800131	1	1	4
19800201	0.3	-1	8
19800202	0	1	7
19800203	0	0	10
19800204	0	-1	10
19800205	0	0	10
19800206	0	0	10
19800207	0	3	13
19800208	0	3	15
19800209	0	4	10
19800210	2	5	10
19800211	3	5	7
19800212	25	2	5
19800213	1	2	16
19800214	0	2	15
19800215	0.6	7	8
19800216	1.2	5	11
19800217	0	6	15
19800218	1	5	9
19800219	29	5	10
19800220	3	6	10
19800221	4	3	8
19800222	0	2	15
19800223	0	5	9
19800224	3.6	0	6
19800225	17	0	1
19800226	1.4	0	6
19800227	0	1	10
19800228	0	4	11
19800229	0	5	8
19800301	0	2	12
19800302	0	6	17
19800303	14.2	6	7
19800304	7	5	12
19800305	0	5	21
19800306	3	8	9
19800307	4	4	5
19800308	1	2	11
19800309	0	4	12
19800310	1.4	7	11
19800311	0	6	12
19800312	0	7	12
19800313	0	6	16
19800314	4	7	9
19800315	3	5	7
19800316	8	3	5
19800317	0	2	11
19800318	0	4	15
19800319	1	7	13
19800320	7	5	13
19800321	0	5	21
19800322	0	7	20
19800323	0	8	25
19800324	0	10	21
19800325	0.3	10	17
19800326	2	9	14
19800327	3	10	11
19800328	0.3	6	20
19800329	0	11	22
19800330	0	10	26
19800331	0.3	11	13
19800401	4	9	15
19800402	0	9	22
19800403	0	14	23
19800404	0	13	25
19800405	0	12	24
19800406	0	13	25
19800407	2.5	11	15
19800408	0.3	11	18
19800409	1	11	24
19800410	0	13	28
19800411	0	17	33
19800412	0.6	12	24
19800413	3	11	14
19800414	3.4	10	13
19800415	1	10	16
19800416	4	11	15
19800417	5	8	17
19800418	0.6	6	22
19800419	0	12	18
19800420	0	12	28
19800421	0	18	31
19800422	0	23	26
19800423	0	18	25
19800424	0	14	27
19800425	0	17	30
19800426	0	17	30
19800427	0	16	24
19800428	0	13	26
19800429	0	15	23
19800430	0	14	21
19800501	8	14	19
19800502	0	13	26
19800503	0	15	32
19800504	0	21	34
19800505	1	17	20
19800506	6.4	15	17
19800507	1	12	27
19800508	0	14	28
19800509	0	15	27
19800510	2.2	16	21
19800511	0	15	24
19800512	0	14	26
19800513	0	14	33
19800514	0	19	36
19800515	0	20	27
19800516	0	14	16
19800517	1	11	22
19800518	0	13	30
19800519	0	16	35
19800520	0	17	33
19800521	0	20	34
19800522	0	20	39
19800523	0	24	34
19800524	0.6	19	21
19800525	0	15	23
19800526	0	15	30
19800527	0	18	30
19800528	1	19	22
19800529	5	16	20
19800530	0	16	23
19800531	1	15	25
19800601	0	15	31
19800602	0	17	34
19800603	0	20	37
19800604	0	24	43
19800605	0	24	34
19800606	0	20	31
19800607	0	19	26
19800608	1	19	26
19800609	0	19	32
19800610	0	18	29
19800611	0	18	29
19800612	0	17	32
19800613	0	19	34
19800614	0	22	32
19800615	0	20	31
19800616	0	20	27
19800617	3	21	26
19800618	3	19	25
19800619	0	20	32
19800620	0	20	30
19800621	0	20	32
19800622	3	21	27
19800623	0	20	29
19800624	0	19	32
19800625	0	20	32
19800626	0	21	32
19800627	0	21	32
19800628	0	21	36
19800629	0	23	38
19800630	0	24	35
19800701	0	21	36
19800702	0	22	34
19800703	0	22	32
19800704	0	23	32
19800705	0	22	35
19800706	0	23	36
19800707	0	25	33
19800708	0	23	31
19800709	0	23	29
19800710	0	24	29
19800711	0	22	33
19800712	0	23	36
19800713	0	24	37
19800714	0	25	37
19800715	0	24	37
19800716	0	25	35
19800717	0	25	34
19800718	0	25	33
19800719	0	24	35
19800720	0	24	37
19800721	0	26	35
19800722	0	24	36
19800723	0	24	37
19800724	0	24	38
19800725	0	25	37
19800726	0	26	38
19800727	0	26	39
19800728	0	26	39
19800729	0	26	38
19800730	0	25	37
19800731	0	26	35
19800801	9	23	30
19800802	0	24	31
19800803	0	24	29
19800804	0	24	33
19800805	0	24	32
19800806	0.4	23	32
19800807	0	23	26
19800808	0.4	21	30
19800809	1.3	23	31
19800810	5.1	23	31
19800811	2	22	33
19800812	0	22	34
19800813	0	23	35
19800814	0	23	36
19800815	0	25	35
19800816	0	24	37
19800817	0	25	35
19800818	0	24	36
19800819	0	24	36
19800820	0	26	32
19800821	0	25	32
19800822	0	23	32
19800823	0	24	34
19800824	1	24	32
19800825	0	25	32
19800826	0	24	32
19800827	0	24	28
19800828	0	22	28
19800829	5.4	20	24
19800830	0.6	18	27
19800831	0	19	30
19800901	0	20	33
19800902	0	20	32
19800903	0	24	33
19800904	0	21	33
19800905	0	22	30
19800906	5.2	21	31
19800907	0.2	22	27
19800908	1.4	20	23
19800909	14	19	22
19800910	0.3	18	28
19800911	0	18	31
19800912	0	20	29
19800913	0	19	32
19800914	0	22	29
19800915	5.3	20	29
19800916	0	19	30
19800917	0	19	31
19800918	0	20	27
19800919	3.4	19	22
19800920	2	18	26
19800921	0	19	27
19800922	8	17	22
19800923	7	16	25
19800924	0	15	33
19800925	0.6	20	25
19800926	0	17	27
19800927	0	19	28
19800928	0	18	27
19800929	0	18	28
19800930	0	18	29
19801001	0	18	28
19801002	0	18	25
19801003	0	19	31
19801004	0	25	31
19801005	2	20	25
19801006	0	17	27
19801007	0	18	28
19801008	0	18	28
19801009	17.4	17	21
19801010	0	14	23
19801011	0	13	17
19801012	0	12	20
19801013	2	13	16
19801014	10	10	18
19801015	0	10	22
19801016	0	10	22
19801017	0	12	23
19801018	0	12	25
19801019	0	15	23
19801020	13.1	14	16
19801021	6.4	10	18
19801022	0	10	21
19801023	0	11	26
19801024	0	12	25
19801025	0	12	21
19801026	6	15	20
19801027	12	14	21
19801028	17	14	21
19801029	0	12	22
19801030	1	12	21
19801031	0	10	25
19801101	0	13	26
19801102	48	14	18
19801103	0.6	13	20
19801104	0	11	19
19801105	0	13	22
19801106	0	11	24
19801107	0	11	20
19801108	0	13	24
19801109	0	15	30
19801110	32.4	16	18
19801111	0.4	9	25
19801112	0	17	30
19801113	0	18	29
19801114	3.4	14	17
19801115	0.4	13	15
19801116	1	12	22
19801117	0.2	14	20
19801118	19	11	14
19801119	0	9	18
19801120	0	10	17
19801121	0	9	21
19801122	0	11	30
19801123	30	15	16
19801124	0	7	16
19801125	2	7	15
19801126	0	10	23
19801127	0	12	23
19801128	0	11	18
19801129	0	10	21
19801130	0	11	23
19801201	0	11	19
19801202	0	9	19
19801203	0	9	20
19801204	0	7	25
19801205	0	14	29
19801206	0	19	28
19801207	1	21	23
19801208	0.4	13	15
19801209	0	9	17
19801210	0	8	17
19801211	0	6	15
19801212	15	11	14
19801213	26	7	15
19801214	0	5	16
19801215	0	5	15
19801216	0	6	16
19801217	0	6	15
19801218	4	6	11
19801219	7	7	10
19801220	2	8	14
19801221	0	5	13
19801222	0	5	18
19801223	0	5	16
19801224	0	5	12
