date	prec	tmin	tmax	tmean	srad
19980101	0				
19980102	0				
19980103	0				
19980104					
19980105	0				
19980106	0				
19980107	0				
19980108	0				
19980109	0				
19980110	0				
19980111	0				
19980112	6				
19980113	5				
19980114	8				
19980115	0				
19980116	0				
19980117	0				
19980118	0				
19980119	0				
19980120	0				
19980121	2				
19980122	0				
19980123	3				
19980124	0				
19980125					
19980126					
19980127					
19980128					
19980129					
19980130					
19980131					
19980201					
19980202					
19980203					
19980204	0				
19980205	8				
19980206	0				
19980207	0				
19980208	0				
19980209	6				
19980210	0				
19980211	0				
19980212	5				
19980213	0				
19980214	0				
19980215	3				
19980216	6				
19980217	0				
19980218	0				
19980219	0				
19980220	0				
19980221	0				
19980222	0				
19980223	0				
19980224	0				
19980225	0				
19980226	0				
19980227	0				
19980228	4				
19980301	0				
19980302	13				
19980303	0				
19980304	0				
19980305	0				
19980306	0				
19980307	0				
19980308	0				
19980309	0				
19980310	0				
19980311	0				
19980312	0				
19980313	0				
19980314	14				
19980315	3				
19980316	0				
19980317	0				
19980318	0				
19980319	0				
19980320	0				
19980321	9				
19980322	0				
19980323	0				
19980324	0				
19980325	12				
19980326	0				
19980327	0				
19980328	0				
19980329	0				
19980330	0				
19980331	0				
19980401	0				
19980402	4				
19980403	0				
19980404	0				
19980405					
19980406					
19980407					
19980408	0				
19980409	0				
19980410	0				
19980411	0				
19980412	0				
19980413	0				
19980414	0				
19980415	0				
19980416	0				
19980417	0				
19980418	0				
19980419	0				
19980420	0				
19980421	3				
19980422	0				
19980423	6				
19980424	0				
19980425	0				
19980426	3				
19980427	0				
19980428	0				
19980429	0				
19980430	0				
19980501	0				
19980502	0				
19980503	0				
19980504	0				
19980505	0				
19980506	0				
19980507	4				
19980508	0				
19980509	0				
19980510	0				
19980511	5				
19980512	3				
19980513	0				
19980514	0				
19980515	0				
19980516	0				
19980517	0				
19980518	0				
19980519	0				
19980520	0				
19980521	0				
19980522	0				
19980523	0				
19980524	5				
19980525	0				
19980526	0				
19980527	2				
19980528	0				
19980529	0				
19980530	3				
19980531	12				
19980601	10				
19980602	0				
19980603	0				
19980604	5				
19980605	0				
19980606	6				
19980607	4				
19980608					
19980609	0				
19980610	0				
19980611	0				
19980612	0				
19980613	0				
19980614	0				
19980615	0				
19980616	0				
19980617	0				
19980618	0				
19980619	14				
19980620	0				
19980621	0				
19980622	9				
19980623	0				
19980624	0				
19980625	0				
19980626	0				
19980627	6				
19980628	0				
19980629	0				
19980630	0				
19980701	0				
19980702	0				
19980703	0				
19980704	0				
19980705	0				
19980706	10				
19980707	0				
19980708	0				
19980709	6				
19980710	3				
19980711	2				
19980712	0				
19980713	0				
19980714	0				
19980715	0				
19980716	0				
19980717	0				
19980718	0				
19980719	0				
19980720	0				
19980721	0				
19980722	0				
19980723	0				
19980724	0				
19980725	0				
19980726	0				
19980727	0				
19980728	0				
19980729	0				
19980730	0				
19980731	0				
19980801	0				
19980802	0				
19980803	0				
19980804	0				
19980805	0				
19980806	0				
19980807	0				
19980808	0				
19980809					
19980810	0				
19980811	0				
19980812	0				
19980813	0				
19980814	0				
19980815	0				
19980816	0				
19980817	0				
19980818	0				
19980819	0				
19980820	0				
19980821	0				
19980822	0				
19980823	0				
19980824	0				
19980825	0				
19980826	0				
19980827	0				
19980828	0				
19980829	0				
19980830	0				
19980831	3				
19980901	0				
19980902	0				
19980903	0				
19980904	0				
19980905	0				
19980906	2				
19980907	0				
19980908	3				
19980909	0				
19980910	2				
19980911	0				
19980912	0				
19980913	0				
19980914	0				
19980915	0				
19980916	0				
19980917	0				
19980918	0				
19980919	0				
19980920	0				
19980921	0				
19980922	0				
19980923	0				
19980924	0				
19980925	0				
19980926	0				
19980927	0				
19980928	0				
19980929	0				
19980930	0				
19981001	0				
19981002	0				
19981003	0				
19981004	0				
19981005	0				
19981006	0				
19981007	0				
19981008	0				
19981009	0				
19981010	0				
19981011	0				
19981012	0				
19981013	0				
19981014	0				
19981015	0				
19981016	0				
19981017	0				
19981018	0				
19981019	0				
19981020	0				
19981021	0				
19981022	3				
19981023	0				
19981024	0				
19981025	0				
19981026	0				
19981027	0				
19981028	0				
19981029	0				
19981030	0				
19981031	0				
19981101	0				
19981102	0				
19981103	0				
19981104	2				
19981105	0				
19981106	0				
19981107	0				
19981108	0				
19981109	0				
19981110					
19981111	0				
19981112	0				
19981113	0				
19981114	0				
19981115	0				
19981116	0				
19981117	3				
19981118	24				
19981119	0				
19981120	0				
19981121	0				
19981122	0				
19981123	0				
19981124	0				
19981125	0				
19981126	0				
19981127	0				
19981128	0				
19981129	0				
19981130	0				
19981201	0				
19981202	0				
19981203	0				
19981204	0				
19981205	0				
19981206	0				
19981207	0				
19981208	0				
19981209	0				
19981210	0				
19981211	0				
19981212	0				
19981213	0				
19981214	0				
19981215	0				
19981216	0				
19981217	0				
19981218	0				
19981219	0				
19981220	0				
19981221	0				
19981222	0				
19981223	0				
19981224	0				
19981225	0				
19981226	0				
19981227	0				
19981228	0				
19981229	0				
19981230	0				
19981231	0				
19990101	0				
19990102	11				
19990103	0				
19990104	0				
19990105	0				
19990106	0				
19990107	0				
19990108	3				
19990109	0				
19990110	0				
19990111					
19990112	3				
19990113	0				
19990114	0				
19990115	0				
19990116	0				
19990117	0				
19990118	0				
19990119	0				
19990120	0				
19990121	0				
19990122	0				
19990123	0				
19990124	0				
19990125	0				
19990126	0				
19990127	0				
19990128	0				
19990129	0				
19990130	0				
19990131	0				
19990201	0				
19990202	4				
19990203	0				
19990204	0				
19990205	0				
19990206	0				
19990207	0				
19990208	6				
19990209	0				
19990210	0				
19990211					
19990212					
19990213					
19990214					
19990215					
19990216					
19990217					
19990218					
19990219					
19990220					
19990221					
19990222					
19990223					
19990224					
19990225					
19990226					
19990227					
19990228					
19990301					
19990302					
19990303					
19990304					
19990305					
19990306					
19990307					
19990308					
19990309					
19990310					
19990311					
19990312					
19990313					
19990314					
19990315					
19990316					
19990317					
19990318					
19990319					
19990320					
19990321					
19990322					
19990323					
19990324					
19990325					
19990326					
19990327					
19990328					
19990329					
19990330					
19990331					
19990401					
19990402					
19990403					
19990404					
19990405					
19990406					
19990407					
19990408					
19990409					
19990410					
19990411					
19990412					
19990413					
19990414					
19990415					
19990416					
19990417					
19990418					
19990419					
19990420					
19990421					
19990422					
19990423					
19990424					
19990425					
19990426					
19990427					
19990428					
19990429					
19990430					
19990501					
19990502					
19990503					
19990504					
19990505					
19990506					
19990507					
19990508					
19990509					
19990510					
19990511					
19990512					
19990513					
19990514					
19990515					
19990516					
19990517					
19990518					
19990519					
19990520					
19990521					
19990522					
19990523					
19990524					
19990525					
19990526					
19990527					
19990528					
19990529					
19990530					
19990531					
19990601					
19990602					
19990603					
19990604					
19990605					
19990606					
19990607					
19990608					
19990609					
19990610					
19990611					
19990612					
19990613					
19990614					
19990615					
19990616					
19990617					
19990618					
19990619					
19990620					
19990621					
19990622					
19990623					
19990624					
19990625					
19990626					
19990627					
19990628					
19990629					
19990630					
19990701					
19990702					
19990703					
19990704					
19990705					
19990706					
19990707					
19990708					
19990709					
19990710					
19990711					
19990712					
19990713					
19990714					
19990715					
19990716					
19990717					
19990718					
19990719					
19990720					
19990721					
19990722					
19990723					
19990724					
19990725					
19990726					
19990727					
19990728					
19990729					
19990730					
19990731					
19990801					
19990802					
19990803					
19990804					
19990805					
19990806					
19990807					
19990808					
19990809					
19990810					
19990811					
19990812					
19990813					
19990814					
19990815					
19990816					
19990817					
19990818					
19990819					
19990820					
19990821					
19990822					
19990823					
19990824					
19990825					
19990826					
19990827					
19990828					
19990829					
19990830					
19990831					
19990901					
19990902					
19990903					
19990904					
19990905					
19990906					
19990907					
19990908					
19990909					
19990910					
19990911					
19990912					
19990913					
19990914					
19990915					
