date	prec	tmin	tmax
19890923	0	6	19.5
19890924	0	6.5	24
19890925	0	6.5	27
19890926	0	10	28
19890927	0	11	29
19890928	0	12	28
19890929	0	12	25
19890930	0	9	24
19891001	0	11	30
19891002	0	13	32
19891003	0	14.5	32
19891004	0	15	32
19891005	0	13	32
19891006	0	14	32
19891007	0	15	31.5
19891008	0	16	33
19891009	0	14	30
19891010	0	15	22
19891011	0	9	21
19891012	0	6	20
19891013	0	5.5	23.5
19891014	0	6	27
19891015	0	7	23
19891016	0	7	25
19891017	0	8	28
19891018	0	11	28
19891019	0	10	29
19891020	0	12	31
19891021	0	12	22
19891022	0	7	19
19891023	0	9	12
19891024	0	5	15
19891025	0	2	19
19891026	0	4	24
19891027	0	6	22
19891028	0	6	25
19891029	0	7	22
19891030	0	10	18
19891031	2.5	7	18
19891101	0	3	8
19891102	0	3	10
19891103	0	2	16
19891104	0	3	15
19891105	0	3	18
19891106	0	2	19
19891107	0	3	15
19891108	0	4	12
19891109	0	3	11
19891110	0	-1	11
19891111	0	-2	11
19891112	0	-2	13
19891113	0	-2	16
19891114	0	1	18
19891115	0	3	20
19891116	3.7	5	19.5
19891117	5	10	14
19891118	0	3	17
19891119	0	3.5	20
19891120	0	5.5	22
19891121	0	5	14
19891122	0	2	9
19891123	0	-1	12
19891124	0	-1	15
19891125	0	1	17
19891126	0	3	17
19891127	0	4	22
19891128	0	6	23
19891129	0	7	21
19891130	0	7	23
19891201	0	9	22
19891202	4	6	17
19891203	0	3	9
19891204	6.5	3	5
19891205	5	4	17
19891206	0	4	11
19891207	0	3	10
19891208	0	0	12
19891209	0	0	14
19891210	0	0	13
19891211	0	0	17
19891212	0	2	18
19891213	0	5	15
19891214	0	5	13
19891215	16	3	14
19891216	5	3	6
19891217	0	4	11
19891218	0	0	11
19891219	0	1	11
19891220	0	0	12
19891221	0	0	11
19891222	0	1	9
19891223	0	1	8
19891224	0	0	8
19891225	0	-2	13
19891226	0	-1	15
19891227	0	0	5
19891228	0	-1	4
19891229	0	0	7
19891230	0	-1	10
19891231	0	0	9
19900101	3	0	4
19900102	0	0	2
19900103	0	-1	4
19900104	0	-1	10
19900105	2	2	7
19900106	3	-1	4
19900107	4	-2	5
19900108	0	-4	-2
19900109	5	0	-3
19900110	0	-6	0
19900111	0	-5	0
19900112	0	-5	4
19900113	0	-6	7
19900114	0	-5	8
19900115	0	-4	9
19900116	0	-1	4
19900117	0	0	1
19900118	0	0	9
19900119	0	1	4
19900120	0	1	7
19900121	0	0	11
19900122	0	0	11
19900123	0	0	11
19900124	0	1	11
19900125	10	0	4
19900126	5.5	-3	-1
19900127	0	-12	-1
19900128	0	-11	4
19900129	0	-8	3
19900130	0	-2	4
19900131	0	-6	6
19900201	0	-5	9
19900202	0	-4	8
19900203	0	-3	7
19900204	0	-3	2
19900205	8	0	1
19900206	3.5	-3	-1
19900207	0	-3	-1
19900208	1	-3	3
19900209	0	-5	5
19900210	1.5	-5	7
19900211	2.5	-5	11
19900212	0	0	4
19900213	0	-1	9
19900214	0	-1	12
19900215	0	-1	15
19900216	8	4	10
19900217	0	2	14
19900218	0	2	15
19900219	0	2	16
19900220	0	4	17
19900221	11.5	1	6
19900222	0	-2	-1
19900223	4	-2	-1
19900224	0	-5	6
19900225	0	-4	3
19900226	0	-1	5
19900227	0	-2	10
19900228	0	-2	14
19900301	0	2	13
19900302	0	4	19
19900303	0	4	20
19900304	0	3	16
19900305	0	3	19
19900306	0	2	11
19900307	0	2	11
19900308	0	2	20
19900309	1	7	12
19900310	0	0	11
19900311	0	0	22
19900312	0	1	21
19900313	0	5	19
19900314	2	5	26
19900315	7	7	20
19900316	0	4	5
19900317	2.5	-4	5
19900318	0	-5	1
19900319	0	-4	9
19900320	2	-1	4
19900321	7.5	-3	4
19900322	0	-3	11
19900323	0	-2	19
19900324	0	2	19
19900325	0	4	19
19900326	0	5	15
19900327	0	5	14
19900328	0	2	15
19900329	0	2	16
19900330	0	4	15
19900331	2.5	6	12
19900401	0	5	19
19900402	0	6	18
19900403	0	7	15
19900404	2.5	4	12
19900405	15	5	9
19900406	6	6	13
19900407	13	7	10
19900408	5.5	5	10
19900409	2.5	5	14
19900410	0	4	16
19900411	0	5	15
19900412	0	5	18
19900413	0	8	24
19900414	0.5	11	20
19900415	0	11	20
19900416	0.5	11	20
19900417	2.5	6	13
19900418	0.5	12	18
19900419	0	12	19
19900420	2.5	8	16
19900421	0	6	19
19900422	0	9	25
19900423	0	9	22
19900424	0	10	19
19900425	0	9	22
19900426	0	9	24
19900427	0	11	27
19900428	0	12	29
19900429	0	15	32
19900430	0	17	25
19900501	0	14	22
19900502	0	10	27
19900503	0	14	34
19900504	0	16	28
19900505	0	12	25
19900506	0	13	27
19900507	1	15	32
19900508	0	13	24
19900509	0	11	24
19900510	0	12	27
19900511	0	14	29
19900512	0	15	32
19900513	4	20	30
19900514	0	11	23
19900515	0.5	11	16
19900516	0	7	22
19900517	0	9	23
19900518	0	10	29
19900519	0	13	34
19900520	0	17	31
19900521	0	15	31
19900522	0	16	29
19900523	0	15	26
19900524	0	12	25
19900525	0	12	29
19900526	0	14	28
19900527	0	13	28
19900528	0	12	25
19900529	0	13	26
19900530	0	15	27
19900531	0	17	26
19900601	0	20	26
19900602	0	19	29
19900603	0	19	31
19900604	0	21	35
19900605	0	21	33
19900606	0	19	34
19900607	0	16	27
19900608	0	15	28
19900609	0	16	30
19900610	0	17	32
19900611	0	19	32
19900612	0	18	32
19900613	0	18	32
19900614	0	19	34
19900615	0	18	35
19900616	0	20	38
19900617	0	21	39
19900618	0	21	34
19900619	0	19	35
19900620	0	21	35
19900621	0	21	38
19900622	0	20	34
19900623	0	18	33
19900624	0	18	31
19900625	0	18	33
19900626	0	34	34
19900627	0	20	38
19900628	0	21	36
19900629	0	21	37
19900630	0	20	32
19900701	0	18	29
19900702	0	18	32
19900703	0	17	31
19900704	0	18	31
19900705	0	20	32
19900706	0	21	31
19900707	0	20	30
19900708	0	18	31
19900709	0	19	30
19900710	0	18	31
19900711	0	18	33
19900712	0	18	30
19900713	0	18	30
19900714	0	17	33
19900715	0	18	32
19900716	0	20	34
19900717	0	21	33
19900718	0	19	33
19900719	0	18	33
19900720	0	21	34
19900721	0	20	33
19900722	0	17	32
19900723	0	19	34
19900724	0	20	36
19900725	0	22	35
19900726	0	20	32
19900727	0	19	33
19900728	0	20	34
19900729	0	19	34
19900730	0	20	37
19900731	0	24	33
19900801	0	19	31
19900802	0	18	29
19900803	0	17	31
19900804	0	17	33
19900805	0	17	33
19900806	0	18	34
19900807	0	20	37
19900808	0	22	37
19900809	0	21	36
19900810	0	22	37
19900811	0	22	36
19900812	0	21	34
19900813	0	22	31
19900814	0	18	30
19900815	0	17	32
19900816	0	17	34
19900817	0	19	33
19900818	0	19	32
19900819	0	19	33
19900820	0	19	35
19900821	0	19	34
19900822	0	19	30
19900823	0	17	31
19900824	0	17	31
19900825	0	16	32
19900826	0	16	32
19900827	0	18	32
19900828	0	17	30
19900829	0	16	30
19900830	0	16	28
19900831	0	15	28
19900901	0	16	34
19900902	0	17	31
19900903	0	18	27
19900904	0	13	27
19900905	0	13	29
19900906	0	12	30
19900907	0	13	31
19900908	0	14	31
19900909	0	15	31
19900910	0	15	32
19900911	0	16	32
19900912	0	18	34
19900913	0	16	37
19900914	0	18	37
19900915	0	19	33
19900916	0	15	31
19900917	0	14	29
19900918	0	13	30
19900919	0	13	30
19900920	0	13	31
19900921	0	12	34
19900922	0	14	29
19900923	0	14	29
19900924	0	14	27
19900925	0	13	28
19900926	0	12	28
19900927	0	11	30
19900928	0	12	30
19900929	0	11	29
19900930	0	11	28
19901001	0	12	29
19901002	0	13	29
19901003	0	11	27
19901004	0	12	29
19901005	0	12	24
