date	prec	tmin	tmax
19850101	0	0	4
19850102	0	-0.3	4.825
19850103	1	3.8	6.4
19850104	0	-0.2	6.275
19850105	0	-1	7
19850106	0	3.6	6.7
19850107	0.4	2	5.425
19850108	0	2.8	4.45
19850109	0	2	6.25
19850110	0.7	2.4	4.425
19850111	0	1.8	7.075
19850112	0	3.6	9.575
19850113	2.2	6	8.8
19850114	12	5	6.225
19850115	2.2	2.2	5.55
19850116	8.9	4	2.6
19850117	0	-0.9	0.725
19850118	0	-3	2.55
19850119	0	3.2	7.075
19850120	0	3	8.55
19850121	0	4	11.375
19850122	0	5.2	7.2
19850123	15.4	5	6
19850124	5	4.4	5.5
19850125	0	-0.4	6.025
19850126	0	1	8.05
19850127	0	3	8.2
19850128	0	6.4	8
19850129	0	6	7.15
19850130	0.4	6	7.225
19850131	0	5.6	8.8
19850201	0	3.8	7.8
19850202	0.4	7	9.05
19850203	0	1.2	10.725
19850204	0	6.2	12.95
19850205	0	5.4	14.575
19850206	28.8	8	5.55
19850207	0	0	4.575
19850208	0	0.4	8.9
19850209	4	2.8	6.825
19850210	9	-1	5.65
19850211	0	2.4	8.7
19850212	0	5.6	9.475
19850213	0	4.6	10.9
19850214	0	4	14.875
19850215	0	7	17.35
19850216	9.2	8.8	11.65
19850217	13	5.6	7.8
19850218	9	4	4.925
19850219	0	3.2	7.55
19850220	0	5.2	10.35
19850221	0.8	6.4	7.125
19850222	8	5.8	4.075
19850223	8	0	1.025
19850224	0	-4.4	0.925
19850225	0	-0.6	3.9
19850226	1.6	0	4.125
19850227	8	3	3.875
19850228	0.8	0	3.375
19850301	0.6	0.4	3.95
19850302	0	3	4.975
19850303	0.8	2.2	3.175
19850304	0.8	-1	1.7
19850305	0	-1.7	2.375
19850306	0	-3	3.75
19850307	2.4	2	3.375
19850308	4	0	2.95
19850309	7	-1.3	1.4
19850310	3	-0.4	2.975
19850311	0.6	-1	3.45
19850312	0	-3.2	4.15
19850313	0.7	0.4	5.15
19850314	0.2	3.8	4.925
19850315	0	2	6.375
19850316	0	0	9.525
19850317	0	4	12.475
19850318	0	7	13.15
19850319	0	8.2	10.1
19850320	1	8	11.825
19850321	0	9.2	19.2
19850322	0.3	9	9.825
19850323	0	6.4	13.325
19850324	2.5	7.2	10.575
19850325	7.8	7.4	8.725
19850326	0	6	8.475
19850327	0	4.8	9.625
19850328	0.6	4.7	10.3
19850329	0	6	11.3
19850330	0	7.8	11.775
19850331	0	6.4	12.4
19850401	0	8.6	12.175
19850402	0	5.9	12.975
19850403	0	9.8	15.85
19850404	0	10.2	12.525
19850405	0	11	14.4
19850406	0	11.4	13.15
19850407	0	9	15.9
19850408	0	6.8	16.625
19850409	0	7	19.3
19850410	0.2	10.8	17.65
19850411	0	10.6	16.6
19850412	0	11	21.5
19850413	0	12	14.775
19850414	0	11.4	17.45
19850415	0	12	13.675
19850416	20	9.4	9.575
19850417	0	7	11.55
19850418	0	6	12.2
19850419	0	8	14.125
19850420	0	7.2	16.175
19850421	0	9.2	16.05
19850422	0	10	15.775
19850423	0	9.4	17
19850424	0	11.2	17.575
19850425	0	12.2	19.35
19850426	0	11.4	21.15
19850427	0	12	17.375
19850428	9.6	13	14.65
19850429	0	9.4	19.75
19850430	0	11.6	19.35
19850501	0	12	20.35
19850502	0.4	15	15.25
19850503	2.4	11	14.975
19850504	0.9	12.4	15.25
19850505	0	9.6	17.275
19850506	0.3	14.6	18.325
19850507	0	10.2	19.25
19850508	0	10.2	20.45
19850509	0	11.8	19.725
19850510	0	11.2	20.7
19850511	0.6	16	21.575
19850512	0	12.4	20.8
19850513	0	13	22.025
19850514	0	13.8	23.175
19850515	0	13	22
19850516	0	14.4	22.35
19850517	0	15	23.875
19850518	0	19	22.45
19850519	0	14.2	23.15
19850520	0	15.6	27.025
19850521	0	20	25.125
19850522	0	20.4	22.175
19850523	0	16.8	21.575
19850524	0	14	24.1375
19850525	0	19.8	24.875
19850526	0	18	25.325
19850527	0	18	24.075
19850528	0	18.8	24.925
19850529	0	18	25.925
19850530	0	16.4	26.55
19850531	0.4	20	26.325
19850601	0	20.4	25.425
19850602	0	19	23.55
19850603	0	19	24.325
19850604	0	19.2	24.575
19850605	0	19.4	26.525
19850606	0	20	26.375
19850607	0	20.2	25.925
19850608	0	19	24.275
19850609	0	21.8	24.85
19850610	0	20	25.7
19850611	0	19.2	25.125
19850612	0	19	25.575
19850613	0	17.2	27.3
19850614	0	20	26.525
19850615	0	20.6	25.15
19850616	0.4	22	24.9
19850617	0	21	24.625
19850618	0	19	26.1
19850619	0	18.4	29.575
19850620	0	19.2	29.25
19850621	0	22	25.875
19850622	0	21	25.575
19850623	0	20	27.45
19850624	0	21.2	27.05
19850625	0	22	26.325
19850626	0	20.4	28.275
19850627	3	24.2	24.9
19850628	10	21	23.125
19850629	0	21.6	25.05
19850630	0	20.8	26.375
19850701	0	21.2	26.55
19850702	0.2	21.8	24.575
19850703	0	20.4	24.7
19850704	1	22	25.75
19850705	0	21	27.075
19850706	0	22	26.65
19850707	0	24	26.25
19850708	0.4	23.4	25.725
19850709	0	23.2	26.3
19850710	0	24	25.975
19850711	0	22.8	26.15
19850712	0	23.4	27.9
19850713	0	22	28.175
19850714	0	23.6	27.125
19850715	0	23.6	24.95
19850716	0	23.2	25.575
19850717	0	23	25.4
19850718	0	22.2	26.1
19850719	0	22.6	25.625
19850720	0	24	27.5
19850721	0	24	26.3
19850722	0	21.4	26.6
19850723	0	21.4	26.025
19850724	0	21.6	26.425
19850725	0	23	25.5
19850726	0	21	23.75
19850727	0	21	24.775
19850728	2	21.4	23.3
19850729	0	19	24.975
19850730	0	20	26
19850731	0	21.4	26
19850801	0	0	26.15
19850802	0	21	26.55
19850803	0	21.6	26.6
19850804	0	21.4	27.525
19850805	0	20	27.625
19850806	0	21.2	27.725
19850807	0	22	28.475
19850808	0	22	28.575
19850809	0	21.2	27.75
19850810	0	22	27.25
19850811	0	21	26.675
19850812	0	21	27.35
19850813	0	21	27.9
19850814	0	20	28.25
19850815	0	21	27.65
19850816	0	22.4	27.5625
19850817	0	24	28.05
19850818	28.2	20	24.125
19850819	0	20	25.6
19850820	0	18.7	26.4
19850821	0	19.2	26.75
19850822	0	19	27
19850823	0	20	27.125
19850824	0	23	25.65
19850825	0	21	24.725
19850826	0.2	20.8	22.9
19850827	5	18.2	22.425
19850828	3	19	22.75
19850829	0	16.6	23.6
19850830	0	16	24.375
19850831	0	16.2	24.925
19850901	0	16.2	25.6
19850902	0	15	25.275
19850903	0	24	26.375
19850904	0	21	26.225
