Date	Value
19790601	47
19790602	0
19790603	24
19790604	0
19790605	1.1
19790606	3.9
19790607	0
19790608	0
19790609	0
19790610	0
19790611	0.9
19790612	1
19790613	4.1
19790614	0.1
19790615	0
19790616	52.1
19790617	0
19790618	0
19790619	1.6
19790620	9
19790621	0.9
19790622	13.9
19790623	0
19790624	4.3
19790625	0
19790626	0
19790627	7.1
19790628	0
19790629	0
19790630	0.4
19790701	4.4
19790702	0.4
19790703	0
19790704	2.6
19790705	28.4
19790706	0
19790707	0
19790708	0
19790709	0
19790710	0.3
19790711	1.1
19790712	3.4
19790713	0.1
19790714	0.7
19790715	16.4
19790716	29.6
19790717	0
19790718	0.2
19790719	6.7
19790720	0
19790721	5
19790722	0
19790723	0
19790724	1
19790725	0
19790726	0
19790727	0
19790728	8
19790729	1
19790730	1.5
19790731	0
19790801	0
19790802	0.6
19790803	0
19790804	0
19790805	0
19790806	0
19790807	0
19790808	0
19790809	0
19790810	0
19790811	0
19790812	5.2
19790813	4.4
19790814	0
19790815	15
19790816	7
19790817	NA
19790818	46
19790819	0
19790820	0
19790821	0
19790822	0
19790823	0
19790824	13
19790825	0.8
19790826	2.6
19790827	7.3
19790828	0
19790829	0
19790830	11.6
19790831	6.1
19790901	7.6
19790902	0
19790903	0
19790904	0.3
19790905	2.3
19790906	7.3
19790907	0.2
19790908	0
19790909	3.4
19790910	1.1
19790911	0
19790912	3.7
19790913	3
19790914	0.8
19790915	0
19790916	0
19790917	0.2
19790918	1
19790919	35
19790920	0
19790921	15.3
19790922	0
19790923	0.8
19790924	1
19790925	0
19790926	0
19790927	6
19790928	0
19790929	0
19790930	0
19791001	0
19791002	0
19791003	0.7
19791004	0
19791005	2.4
19791006	1.6
19791007	9
19791008	30
19791009	0
19791010	0.4
19791011	0.4
19791012	14
19791013	0
19791014	0
19791015	0
19791016	0
19791017	57
19791018	1
19791019	94.5
19791020	0
19791021	3.4
19791022	3.2
19791023	0
19791024	0
19791025	0.1
19791026	0.3
19791027	66
19791028	38
19791029	0
19791030	0
19791031	0
19791101	0.3
19791102	0.1
19791103	0
19791104	0
19791105	0
19791106	0
19791107	0
19791108	0
19791109	2
19791110	0.1
19791111	8
19791112	0
19791113	0
19791114	30
19791115	2
19791116	0.4
19791117	0
19791118	0
19791119	0.1
19791120	0
19791121	0
19791122	0
19791123	0
19791124	0.1
19791125	4
19791126	10.3
19791127	0
19791128	0
19791129	0
19791130	0
19791201	0
19791202	0
19791203	3.1
19791204	0
19791205	0
19791206	0
19791207	0
19791208	0
19791209	27
19791210	0
19791211	0
19791212	0
19791213	0.7
19791214	0.7
19791215	0
19791216	7.2
19791217	0
19791218	0.1
19791219	0
19791220	0
19791221	0
19791222	0
19791223	0
19791224	0
19791225	0
19791226	0
19791227	0
19791228	0
19791229	0
19791230	0
19791231	5
19800101	0
19800102	10
19800103	7
19800104	0
19800105	0
19800106	2
19800107	0
19800108	0
19800109	0
19800110	0
19800111	0
19800112	0
19800113	0
19800114	0
19800115	0
19800116	0
19800117	0
19800118	0
19800119	0
19800120	0
19800121	0
19800122	0
19800123	0
19800124	0
19800125	0
19800126	0
19800127	0
19800128	0
19800129	0
19800130	0
19800131	0
19800201	0
19800202	0
19800203	0
19800204	0.6
19800205	0
19800206	0
19800207	0
19800208	0
19800209	0
19800210	0
19800211	0
19800212	0
19800213	0
19800214	0
19800215	0
19800216	0
19800217	0
19800218	0.2
19800219	0
19800220	0
19800221	6.6
19800222	0
19800223	0
19800224	0
19800225	0
19800226	0
19800227	0
19800228	0
19800229	0
19800301	0
19800302	0
19800303	0
19800304	0
19800305	0
19800306	0
19800307	0
19800308	0
19800309	0
19800310	0
19800311	0
19800312	0
19800313	0
19800314	0
19800315	0
19800316	0
19800317	0
19800318	0
19800319	0
19800320	0
19800321	0
19800322	0
19800323	0
19800324	0
19800325	0
19800326	0
19800327	0
19800328	0
19800329	0
19800330	0
19800331	0
19800401	0
19800402	0
19800403	0
19800404	0
19800405	0
19800406	0
19800407	0
19800408	0
19800409	0
19800410	0
19800411	0
19800412	0
19800413	0
19800414	0
19800415	0
19800416	0
19800417	8
19800418	4
19800419	28
19800420	0
19800421	31.5
19800422	0
19800423	0
19800424	3.1
19800425	0
19800426	0
19800427	2.4
19800428	0
19800429	13.8
19800430	1.2
19800501	0
19800502	4.4
19800503	0
19800504	10
19800505	0.8
19800506	18
19800507	0
19800508	5
19800509	0
19800510	0
19800511	0
19800512	0
19800513	6
19800514	4.4
19800515	0
19800516	0
19800517	24.2
19800518	28.8
19800519	32.7
19800520	2
19800521	14
19800522	0
19800523	14
19800524	0.7
19800525	5.1
19800526	100.2
19800527	0
19800528	0
19800529	70
19800530	0
19800531	0.7
19800601	0
19800602	10
19800603	18
19800604	0
19800605	0
19800606	8.1
19800607	2
19800608	0.2
19800609	0.8
19800610	2
19800611	0
19800612	0
19800613	0
19800614	0
19800615	0
19800616	0
19800617	0
19800618	0
19800619	0
19800620	0
19800621	0
19800622	0
19800623	0
19800624	0
19800625	0
19800626	0
19800627	0
19800628	0
19800629	0
19800630	6
19800701	2.1
19800702	4
19800703	0
19800704	0
19800705	0
19800706	27
19800707	1
19800708	0
19800709	18
19800710	42
19800711	0.4
19800712	0.3
19800713	19.9
19800714	0
19800715	0
19800716	0
19800717	20
19800718	0
19800719	5.4
19800720	0
19800721	135.3
19800722	0
19800723	39.6
19800724	0
19800725	0
19800726	0
19800727	0
19800728	0
19800729	0
19800730	0
19800731	0
19800801	0
19800802	0
19800803	0.9
19800804	2.3
19800805	0.4
19800806	1.2
19800807	15.5
19800808	1.3
19800809	0.9
19800810	0
19800811	18
19800812	0
19800813	0
19800814	8
19800815	42
19800816	34.4
19800817	5.1
19800818	2.2
19800819	0.3
19800820	0
19800821	0
19800822	8
19800823	0
19800824	0
19800825	1.5
19800826	2.7
19800827	26.2
19800828	12.4
19800829	3.3
19800830	0.3
19800831	1.8
19800901	1.9
19800902	0
19800903	0
19800904	0
19800905	15.8
19800906	15
19800907	0
